[ctx] 청크 5,335 / 캐시 0 / 항법 48 / API 대상 5,287 → 배치 265개 (batch=20, workers=12, model=sonnet)
   20/5,287  0.5/s  ~183.1분 남음  calls=1 fails=0 in=4 out=1,113 cache(c/r)=24,346/66,185 cost=$0.18
   340/5,287  3.9/s  ~20.9분 남음  calls=17 fails=0 in=52 out=30,124 cache(c/r)=371,554/745,395 cost=$2.92
   360/5,287  4.0/s  ~20.5분 남음  calls=18 fails=0 in=54 out=32,201 cache(c/r)=393,186/766,397 cost=$3.08
   380/5,287  4.2/s  ~19.7분 남음  calls=19 fails=0 in=56 out=34,196 cache(c/r)=413,306/787,399 cost=$3.26
   400/5,287  4.2/s  ~19.5분 남음  calls=20 fails=0 in=60 out=36,326 cache(c/r)=432,774/848,153 cost=$3.44
   420/5,287  4.4/s  ~18.6분 남음  calls=21 fails=0 in=62 out=38,284 cache(c/r)=452,137/869,155 cost=$3.61
   440/5,287  4.6/s  ~17.7분 남음  calls=22 fails=0 in=64 out=40,405 cache(c/r)=473,359/890,157 cost=$3.79
   460/5,287  4.5/s  ~17.7분 남음  calls=23 fails=0 in=66 out=42,611 cache(c/r)=493,695/911,159 cost=$3.97
   480/5,287  4.7/s  ~17.0분 남음  calls=24 fails=0 in=68 out=44,514 cache(c/r)=513,116/932,161 cost=$4.14
   500/5,287  4.9/s  ~16.3분 남음  calls=25 fails=0 in=70 out=46,762 cache(c/r)=533,644/953,163 cost=$4.32
   520/5,287  4.9/s  ~16.2분 남음  calls=26 fails=0 in=72 out=48,584 cache(c/r)=554,089/974,165 cost=$4.49
   540/5,287  5.1/s  ~15.5분 남음  calls=27 fails=0 in=74 out=50,639 cache(c/r)=575,276/995,167 cost=$4.67
   560/5,287  4.9/s  ~15.9분 남음  calls=28 fails=0 in=76 out=52,542 cache(c/r)=596,076/1,016,169 cost=$4.85
   580/5,287  4.9/s  ~16.2분 남음  calls=29 fails=0 in=78 out=54,767 cache(c/r)=617,069/1,037,171 cost=$5.03
   600/5,287  5.0/s  ~15.7분 남음  calls=30 fails=0 in=82 out=56,919 cache(c/r)=639,173/1,100,704 cost=$5.23
   620/5,287  5.1/s  ~15.2분 남음  calls=31 fails=0 in=84 out=59,037 cache(c/r)=660,571/1,121,706 cost=$5.42
   640/5,287  5.2/s  ~15.0분 남음  calls=32 fails=0 in=86 out=61,076 cache(c/r)=681,700/1,142,708 cost=$5.60
   660/5,287  5.1/s  ~15.0분 남음  calls=33 fails=0 in=88 out=63,074 cache(c/r)=701,181/1,163,710 cost=$5.77
   680/5,287  5.1/s  ~15.1분 남음  calls=35 fails=0 in=96 out=67,052 cache(c/r)=741,266/1,290,294 cost=$6.14
   700/5,287  5.2/s  ~14.7분 남음  calls=36 fails=0 in=98 out=69,042 cache(c/r)=761,678/1,311,296 cost=$6.31
   720/5,287  5.3/s  ~14.3분 남음  calls=37 fails=0 in=100 out=71,124 cache(c/r)=783,204/1,332,298 cost=$6.50
   740/5,287  5.3/s  ~14.4분 남음  calls=38 fails=0 in=102 out=73,131 cache(c/r)=804,470/1,353,300 cost=$6.68
   760/5,287  5.4/s  ~14.0분 남음  calls=39 fails=0 in=104 out=75,209 cache(c/r)=825,357/1,374,302 cost=$6.86
   780/5,287  4.9/s  ~15.4분 남음  calls=41 fails=0 in=108 out=79,558 cache(c/r)=868,694/1,416,306 cost=$7.21
   800/5,287  5.0/s  ~14.9분 남음  calls=42 fails=0 in=112 out=81,889 cache(c/r)=892,398/1,481,864 cost=$7.41
   820/5,287  5.1/s  ~14.5분 남음  calls=43 fails=0 in=118 out=84,159 cache(c/r)=915,742/1,590,166 cost=$7.61
   840/5,287  5.2/s  ~14.1분 남음  calls=44 fails=0 in=122 out=86,413 cache(c/r)=939,584/1,655,113 cost=$7.81
   860/5,287  5.2/s  ~14.1분 남음  calls=45 fails=0 in=126 out=88,599 cache(c/r)=963,494/1,720,459 cost=$8.01
   880/5,287  5.3/s  ~13.8분 남음  calls=46 fails=0 in=130 out=90,460 cache(c/r)=984,563/1,783,377 cost=$8.18
   900/5,287  4.9/s  ~14.9분 남음  calls=47 fails=0 in=132 out=92,503 cache(c/r)=1,007,721/1,804,379 cost=$8.36
   920/5,287  4.9/s  ~14.8분 남음  calls=48 fails=0 in=136 out=94,934 cache(c/r)=1,030,941/1,869,465 cost=$8.55
   940/5,287  4.9/s  ~14.8분 남음  calls=49 fails=0 in=140 out=97,122 cache(c/r)=1,051,500/1,931,897 cost=$8.73
   960/5,287  4.9/s  ~14.6분 남음  calls=50 fails=0 in=146 out=99,515 cache(c/r)=1,074,482/2,040,401 cost=$8.93
   980/5,287  5.0/s  ~14.3분 남음  calls=51 fails=0 in=150 out=101,793 cache(c/r)=1,096,901/2,104,705 cost=$9.12
   1,000/5,287  5.1/s  ~14.0분 남음  calls=52 fails=0 in=152 out=103,542 cache(c/r)=1,119,090/2,125,707 cost=$9.29
   1,020/5,287  5.1/s  ~14.0분 남음  calls=53 fails=0 in=156 out=105,977 cache(c/r)=1,141,412/2,189,887 cost=$9.48
   1,040/5,287  5.1/s  ~14.0분 남음  calls=54 fails=0 in=160 out=108,048 cache(c/r)=1,164,499/2,254,845 cost=$9.67
   1,060/5,287  5.1/s  ~13.7분 남음  calls=55 fails=0 in=164 out=110,388 cache(c/r)=1,187,291/2,319,493 cost=$9.86
   1,080/5,287  5.2/s  ~13.6분 남음  calls=56 fails=0 in=168 out=112,776 cache(c/r)=1,209,948/2,383,998 cost=$10.05
   1,100/5,287  5.2/s  ~13.3분 남음  calls=57 fails=0 in=170 out=115,141 cache(c/r)=1,233,087/2,405,000 cost=$10.23
   1,120/5,287  5.2/s  ~13.2분 남음  calls=58 fails=0 in=174 out=117,815 cache(c/r)=1,256,886/2,470,208 cost=$10.43
   1,140/5,287  5.3/s  ~13.0분 남음  calls=59 fails=0 in=176 out=119,955 cache(c/r)=1,280,103/2,491,210 cost=$10.61
   1,160/5,287  5.3/s  ~13.1분 남음  calls=60 fails=0 in=180 out=121,895 cache(c/r)=1,304,593/2,554,332 cost=$10.80
   1,180/5,287  5.2/s  ~13.1분 남음  calls=61 fails=0 in=184 out=124,030 cache(c/r)=1,327,217/2,618,822 cost=$10.99
   1,200/5,287  5.3/s  ~12.9분 남음  calls=62 fails=0 in=188 out=126,051 cache(c/r)=1,347,475/2,680,944 cost=$11.16
   1,220/5,287  5.2/s  ~12.9분 남음  calls=63 fails=0 in=192 out=128,308 cache(c/r)=1,370,632/2,745,985 cost=$11.35
   1,240/5,287  5.3/s  ~12.7분 남음  calls=64 fails=0 in=194 out=130,466 cache(c/r)=1,394,151/2,766,987 cost=$11.53
   1,260/5,287  5.3/s  ~12.7분 남음  calls=65 fails=0 in=198 out=132,693 cache(c/r)=1,417,229/2,831,881 cost=$11.72
   1,280/5,287  5.2/s  ~12.7분 남음  calls=66 fails=0 in=200 out=134,611 cache(c/r)=1,439,788/2,852,883 cost=$11.89
   1,300/5,287  5.2/s  ~12.8분 남음  calls=67 fails=0 in=204 out=137,105 cache(c/r)=1,463,245/2,918,235 cost=$12.09
   1,320/5,287  5.3/s  ~12.5분 남음  calls=68 fails=0 in=208 out=139,379 cache(c/r)=1,486,552/2,983,393 cost=$12.29
   1,340/5,287  5.3/s  ~12.5분 남음  calls=69 fails=0 in=212 out=141,791 cache(c/r)=1,509,097/3,047,798 cost=$12.48
   1,360/5,287  5.3/s  ~12.4분 남음  calls=70 fails=0 in=216 out=143,885 cache(c/r)=1,530,954/3,111,528 cost=$12.66
   1,380/5,287  5.3/s  ~12.2분 남음  calls=71 fails=0 in=220 out=146,092 cache(c/r)=1,554,479/3,176,464 cost=$12.85
   1,400/5,287  5.4/s  ~12.0분 남음  calls=72 fails=0 in=224 out=148,356 cache(c/r)=1,578,539/3,241,938 cost=$13.05
   1,420/5,287  5.4/s  ~11.9분 남음  calls=73 fails=0 in=226 out=150,470 cache(c/r)=1,600,652/3,262,940 cost=$13.22
   1,440/5,287  5.4/s  ~11.8분 남음  calls=74 fails=0 in=230 out=152,521 cache(c/r)=1,624,589/3,328,265 cost=$13.42
   1,460/5,287  5.4/s  ~11.7분 남음  calls=75 fails=0 in=232 out=154,825 cache(c/r)=1,648,753/3,349,267 cost=$13.60
   1,480/5,287  5.4/s  ~11.7분 남음  calls=76 fails=0 in=236 out=157,146 cache(c/r)=1,671,937/3,414,330 cost=$13.79
   1,500/5,287  5.4/s  ~11.7분 남음  calls=77 fails=0 in=240 out=159,580 cache(c/r)=1,694,899/3,479,178 cost=$13.99
   1,520/5,287  5.4/s  ~11.5분 남음  calls=78 fails=0 in=244 out=161,960 cache(c/r)=1,718,384/3,544,558 cost=$14.18
   1,540/5,287  5.4/s  ~11.6분 남음  calls=79 fails=0 in=246 out=164,027 cache(c/r)=1,741,373/3,565,560 cost=$14.36
   1,560/5,287  5.4/s  ~11.5분 남음  calls=80 fails=0 in=250 out=166,326 cache(c/r)=1,764,402/3,630,463 cost=$14.55
   1,580/5,287  5.4/s  ~11.4분 남음  calls=81 fails=0 in=254 out=168,498 cache(c/r)=1,787,348/3,694,821 cost=$14.74
   1,600/5,287  5.5/s  ~11.3분 남음  calls=82 fails=0 in=258 out=170,813 cache(c/r)=1,810,067/3,759,379 cost=$14.93
   1,620/5,287  5.4/s  ~11.3분 남음  calls=83 fails=0 in=260 out=173,400 cache(c/r)=1,833,347/3,780,381 cost=$15.12
   1,640/5,287  5.5/s  ~11.1분 남음  calls=84 fails=0 in=264 out=175,890 cache(c/r)=1,855,921/3,844,653 cost=$15.31
   1,660/5,287  5.5/s  ~11.0분 남음  calls=85 fails=0 in=266 out=178,218 cache(c/r)=1,880,069/3,865,655 cost=$15.49
   1,680/5,287  5.5/s  ~10.9분 남음  calls=86 fails=0 in=270 out=180,631 cache(c/r)=1,903,270/3,930,279 cost=$15.69
   1,700/5,287  5.5/s  ~10.9분 남음  calls=87 fails=0 in=274 out=183,245 cache(c/r)=1,927,394/3,995,763 cost=$15.89
   1,720/5,287  5.5/s  ~10.8분 남음  calls=88 fails=0 in=278 out=185,537 cache(c/r)=1,950,624/4,060,393 cost=$16.09
   1,740/5,287  5.5/s  ~10.8분 남음  calls=89 fails=0 in=282 out=187,625 cache(c/r)=1,972,536/4,124,179 cost=$16.27
   1,760/5,287  5.5/s  ~10.7분 남음  calls=90 fails=0 in=286 out=189,838 cache(c/r)=1,996,485/4,189,473 cost=$16.46
   1,780/5,287  5.5/s  ~10.6분 남음  calls=91 fails=0 in=288 out=192,059 cache(c/r)=2,018,528/4,210,475 cost=$16.64
   1,800/5,287  5.6/s  ~10.4분 남음  calls=92 fails=0 in=292 out=194,522 cache(c/r)=2,041,788/4,275,129 cost=$16.83
   1,820/5,287  5.5/s  ~10.5분 남음  calls=93 fails=0 in=296 out=196,790 cache(c/r)=2,065,476/4,340,222 cost=$17.03
   1,840/5,287  5.6/s  ~10.3분 남음  calls=94 fails=0 in=300 out=199,025 cache(c/r)=2,089,642/4,405,808 cost=$17.23
   1,860/5,287  5.6/s  ~10.3분 남음  calls=95 fails=0 in=304 out=201,397 cache(c/r)=2,113,719/4,471,286 cost=$17.43
   1,880/5,287  5.6/s  ~10.2분 남음  calls=96 fails=0 in=308 out=203,702 cache(c/r)=2,137,519/4,536,470 cost=$17.62
   1,900/5,287  5.6/s  ~10.1분 남음  calls=97 fails=0 in=312 out=206,113 cache(c/r)=2,161,491/4,601,840 cost=$17.82
   1,920/5,287  5.6/s  ~10.0분 남음  calls=98 fails=0 in=316 out=208,502 cache(c/r)=2,185,434/4,666,924 cost=$18.02
   1,940/5,287  5.6/s  ~10.0분 남음  calls=99 fails=0 in=318 out=210,932 cache(c/r)=2,209,313/4,687,926 cost=$18.21
   1,960/5,287  5.6/s  ~9.9분 남음  calls=100 fails=0 in=320 out=213,195 cache(c/r)=2,232,380/4,708,928 cost=$18.39
   1,980/5,287  5.5/s  ~10.1분 남음  calls=101 fails=0 in=326 out=215,407 cache(c/r)=2,255,669/4,817,082 cost=$18.59
   2,000/5,287  5.5/s  ~9.9분 남음  calls=102 fails=0 in=330 out=217,952 cache(c/r)=2,279,150/4,882,420 cost=$18.79
   2,020/5,287  5.6/s  ~9.8분 남음  calls=103 fails=0 in=334 out=220,361 cache(c/r)=2,302,179/4,947,314 cost=$18.98
   2,040/5,287  5.6/s  ~9.7분 남음  calls=104 fails=0 in=338 out=222,577 cache(c/r)=2,324,274/5,011,118 cost=$19.17
   2,060/5,287  5.6/s  ~9.6분 남음  calls=105 fails=0 in=340 out=224,769 cache(c/r)=2,346,747/5,032,120 cost=$19.34
   2,080/5,287  5.6/s  ~9.5분 남음  calls=106 fails=0 in=344 out=226,870 cache(c/r)=2,367,749/5,094,956 cost=$19.52
   2,100/5,287  5.6/s  ~9.4분 남음  calls=107 fails=0 in=348 out=229,118 cache(c/r)=2,391,161/5,159,674 cost=$19.71
   2,120/5,287  5.7/s  ~9.3분 남음  calls=108 fails=0 in=352 out=231,184 cache(c/r)=2,414,494/5,224,851 cost=$19.90
   2,140/5,287  5.7/s  ~9.2분 남음  calls=109 fails=0 in=356 out=233,605 cache(c/r)=2,437,808/5,289,540 cost=$20.10
   2,160/5,287  5.7/s  ~9.1분 남음  calls=110 fails=0 in=360 out=235,728 cache(c/r)=2,460,865/5,354,466 cost=$20.29
   2,180/5,287  5.7/s  ~9.1분 남음  calls=111 fails=0 in=364 out=238,103 cache(c/r)=2,482,995/5,418,472 cost=$20.48
   2,200/5,287  5.6/s  ~9.1분 남음  calls=112 fails=0 in=368 out=240,278 cache(c/r)=2,506,941/5,483,790 cost=$20.67
   2,220/5,287  5.6/s  ~9.1분 남음  calls=113 fails=0 in=372 out=242,506 cache(c/r)=2,529,534/5,547,812 cost=$20.86
   2,240/5,287  5.6/s  ~9.1분 남음  calls=114 fails=0 in=376 out=244,907 cache(c/r)=2,551,305/5,611,443 cost=$21.05
   2,260/5,287  5.6/s  ~8.9분 남음  calls=115 fails=0 in=380 out=247,370 cache(c/r)=2,575,619/5,677,623 cost=$21.25
   2,280/5,287  5.7/s  ~8.8분 남음  calls=116 fails=0 in=384 out=249,741 cache(c/r)=2,599,416/5,742,819 cost=$21.45
   2,300/5,287  5.7/s  ~8.7분 남음  calls=117 fails=0 in=388 out=252,307 cache(c/r)=2,623,131/5,807,940 cost=$21.65
   2,320/5,287  5.7/s  ~8.7분 남음  calls=118 fails=0 in=390 out=254,519 cache(c/r)=2,645,769/5,828,942 cost=$21.82
   2,340/5,287  5.7/s  ~8.6분 남음  calls=119 fails=0 in=392 out=256,618 cache(c/r)=2,668,683/5,849,944 cost=$22.00
   2,360/5,287  5.6/s  ~8.7분 남음  calls=120 fails=0 in=398 out=258,975 cache(c/r)=2,691,971/5,958,716 cost=$22.21
   2,380/5,287  5.7/s  ~8.5분 남음  calls=121 fails=0 in=402 out=261,685 cache(c/r)=2,715,389/6,023,513 cost=$22.41
   2,400/5,287  5.6/s  ~8.6분 남음  calls=122 fails=0 in=406 out=264,222 cache(c/r)=2,737,115/6,087,137 cost=$22.59
   2,420/5,287  5.7/s  ~8.4분 남음  calls=123 fails=0 in=410 out=266,766 cache(c/r)=2,760,753/6,152,161 cost=$22.79
   2,440/5,287  5.7/s  ~8.4분 남음  calls=124 fails=0 in=412 out=269,024 cache(c/r)=2,784,190/6,173,163 cost=$22.97
   2,460/5,287  5.6/s  ~8.4분 남음  calls=125 fails=0 in=414 out=271,270 cache(c/r)=2,806,277/6,194,165 cost=$23.15
   2,480/5,287  5.6/s  ~8.3분 남음  calls=126 fails=0 in=416 out=273,721 cache(c/r)=2,830,087/6,215,167 cost=$23.33
   2,500/5,287  5.7/s  ~8.2분 남음  calls=127 fails=0 in=420 out=275,882 cache(c/r)=2,853,393/6,279,850 cost=$23.52
   2,520/5,287  5.7/s  ~8.1분 남음  calls=128 fails=0 in=426 out=278,341 cache(c/r)=2,876,226/6,387,754 cost=$23.73
   2,540/5,287  5.7/s  ~8.0분 남음  calls=129 fails=0 in=428 out=280,677 cache(c/r)=2,898,643/6,408,756 cost=$23.91
   2,560/5,287  5.7/s  ~7.9분 남음  calls=130 fails=0 in=432 out=283,158 cache(c/r)=2,922,543/6,473,791 cost=$24.11
   2,580/5,287  5.7/s  ~7.9분 남음  calls=131 fails=0 in=434 out=285,480 cache(c/r)=2,944,831/6,494,793 cost=$24.28
   2,600/5,287  5.7/s  ~7.8분 남음  calls=132 fails=0 in=440 out=287,911 cache(c/r)=2,968,383/6,604,063 cost=$24.49
   2,620/5,287  5.8/s  ~7.7분 남음  calls=133 fails=0 in=444 out=290,358 cache(c/r)=2,990,675/6,667,756 cost=$24.68
   2,640/5,287  5.6/s  ~7.8분 남음  calls=135 fails=1 in=450 out=293,108 cache(c/r)=3,036,325/6,753,327 cost=$25.02
   2,660/5,287  5.7/s  ~7.7분 남음  calls=136 fails=1 in=454 out=295,291 cache(c/r)=3,060,165/6,819,058 cost=$25.22
   2,680/5,287  5.7/s  ~7.6분 남음  calls=138 fails=2 in=460 out=297,964 cache(c/r)=3,106,324/6,905,491 cost=$25.56
   2,700/5,287  5.5/s  ~7.8분 남음  calls=143 fails=5 in=470 out=302,591 cache(c/r)=3,173,950/7,054,780 cost=$26.08
   2,720/5,287  5.5/s  ~7.7분 남음  calls=144 fails=5 in=474 out=304,882 cache(c/r)=3,196,817/7,119,550 cost=$26.27
   2,740/5,287  5.6/s  ~7.6분 남음  calls=145 fails=5 in=476 out=307,147 cache(c/r)=3,219,743/7,140,552 cost=$26.45
   2,760/5,287  3.1/s  ~13.6분 남음  calls=250 fails=85 in=568 out=324,915 cache(c/r)=3,509,371/8,343,332 cost=$28.82
   2,780/5,287  3.1/s  ~13.4분 남음  calls=251 fails=85 in=572 out=326,051 cache(c/r)=3,522,591/8,397,976 cost=$28.95
   2,800/5,287  3.1/s  ~13.2분 남음  calls=252 fails=85 in=576 out=327,317 cache(c/r)=3,537,848/8,455,099 cost=$29.07
   2,820/5,287  3.2/s  ~13.0분 남음  calls=253 fails=85 in=578 out=328,466 cache(c/r)=3,551,446/8,476,101 cost=$29.19
   2,840/5,287  3.2/s  ~12.9분 남음  calls=254 fails=85 in=580 out=329,475 cache(c/r)=3,564,731/8,497,103 cost=$29.30
   2,860/5,287  3.2/s  ~12.7분 남음  calls=255 fails=85 in=582 out=330,501 cache(c/r)=3,578,672/8,518,105 cost=$29.42
   2,880/5,287  3.2/s  ~12.5분 남음  calls=256 fails=85 in=584 out=331,559 cache(c/r)=3,592,361/8,539,107 cost=$29.53
   2,900/5,287  3.2/s  ~12.3분 남음  calls=257 fails=85 in=586 out=332,746 cache(c/r)=3,605,203/8,560,109 cost=$29.64
   2,920/5,287  3.1/s  ~12.5분 남음  calls=259 fails=85 in=592 out=334,668 cache(c/r)=3,620,145/8,645,755 cost=$29.79
   2,940/5,287  3.2/s  ~12.3분 남음  calls=260 fails=85 in=596 out=335,794 cache(c/r)=3,635,678/8,703,161 cost=$29.91
   2,960/5,287  3.1/s  ~12.5분 남음  calls=261 fails=85 in=600 out=336,977 cache(c/r)=3,651,182/8,760,537 cost=$30.04
   2,980/5,287  3.1/s  ~12.5분 남음  calls=262 fails=85 in=604 out=339,153 cache(c/r)=3,673,610/8,824,829 cost=$30.23
   3,000/5,287  3.1/s  ~12.4분 남음  calls=263 fails=85 in=608 out=341,238 cache(c/r)=3,695,944/8,889,036 cost=$30.41
   3,020/5,287  3.1/s  ~12.2분 남음  calls=264 fails=85 in=612 out=343,512 cache(c/r)=3,718,184/8,953,150 cost=$30.60
   3,040/5,287  3.1/s  ~12.0분 남음  calls=265 fails=85 in=616 out=345,642 cache(c/r)=3,738,986/9,015,803 cost=$30.77
   3,060/5,287  3.1/s  ~11.8분 남음  calls=266 fails=85 in=620 out=347,769 cache(c/r)=3,761,607/9,080,326 cost=$30.96
   3,080/5,287  3.1/s  ~11.7분 남음  calls=267 fails=85 in=624 out=350,019 cache(c/r)=3,784,583/9,144,650 cost=$31.15
   3,100/5,287  3.2/s  ~11.6분 남음  calls=268 fails=85 in=628 out=352,236 cache(c/r)=3,807,297/9,209,250 cost=$31.34
   3,120/5,287  3.2/s  ~11.4분 남음  calls=269 fails=85 in=632 out=354,631 cache(c/r)=3,828,927/9,272,723 cost=$31.53
   3,140/5,287  3.1/s  ~11.5분 남음  calls=270 fails=85 in=636 out=355,770 cache(c/r)=3,848,906/9,329,691 cost=$31.68
   3,160/5,287  3.1/s  ~11.6분 남음  calls=271 fails=85 in=640 out=358,070 cache(c/r)=3,871,610/9,394,336 cost=$31.87
   3,180/5,287  3.1/s  ~11.4분 남음  calls=272 fails=85 in=644 out=360,407 cache(c/r)=3,894,066/9,458,667 cost=$32.06
   3,200/5,287  3.1/s  ~11.3분 남음  calls=273 fails=85 in=648 out=362,776 cache(c/r)=3,916,806/9,523,131 cost=$32.25
   3,220/5,287  3.1/s  ~11.2분 남음  calls=274 fails=85 in=652 out=365,156 cache(c/r)=3,939,466/9,587,671 cost=$32.44
   3,240/5,287  3.1/s  ~11.0분 남음  calls=275 fails=85 in=654 out=367,315 cache(c/r)=3,961,770/9,608,673 cost=$32.61
   3,260/5,287  3.1/s  ~10.9분 남음  calls=276 fails=85 in=658 out=369,383 cache(c/r)=3,984,254/9,672,602 cost=$32.80
   3,280/5,287  3.1/s  ~10.7분 남음  calls=277 fails=85 in=660 out=371,534 cache(c/r)=4,006,626/9,693,604 cost=$32.97
   3,300/5,287  3.1/s  ~10.5분 남음  calls=278 fails=85 in=664 out=373,738 cache(c/r)=4,029,490/9,758,366 cost=$33.16
   3,320/5,287  3.2/s  ~10.4분 남음  calls=279 fails=85 in=668 out=375,971 cache(c/r)=4,052,002/9,822,744 cost=$33.35
   3,340/5,287  3.2/s  ~10.2분 남음  calls=280 fails=85 in=672 out=378,309 cache(c/r)=4,074,673/9,886,887 cost=$33.54
   3,360/5,287  3.2/s  ~10.1분 남음  calls=281 fails=85 in=676 out=380,774 cache(c/r)=4,098,728/9,952,206 cost=$33.74
   3,380/5,287  3.2/s  ~10.1분 남음  calls=282 fails=85 in=680 out=383,150 cache(c/r)=4,121,977/10,017,350 cost=$33.94
   3,400/5,287  3.0/s  ~10.3분 남음  calls=283 fails=85 in=684 out=385,369 cache(c/r)=4,145,213/10,082,477 cost=$34.13
   3,420/5,287  3.1/s  ~10.2분 남음  calls=284 fails=85 in=686 out=387,384 cache(c/r)=4,167,864/10,103,479 cost=$34.30
   3,440/5,287  3.1/s  ~10.0분 남음  calls=285 fails=85 in=688 out=389,442 cache(c/r)=4,190,679/10,124,481 cost=$34.47
   3,460/5,287  3.1/s  ~9.9분 남음  calls=286 fails=85 in=690 out=391,662 cache(c/r)=4,212,223/10,145,483 cost=$34.64
   3,480/5,287  3.1/s  ~9.7분 남음  calls=287 fails=85 in=694 out=393,872 cache(c/r)=4,235,928/10,211,061 cost=$34.84
   3,500/5,287  3.1/s  ~9.6분 남음  calls=288 fails=85 in=698 out=396,180 cache(c/r)=4,258,418/10,275,402 cost=$35.03
   3,520/5,287  3.1/s  ~9.4분 남음  calls=289 fails=85 in=702 out=398,349 cache(c/r)=4,280,913/10,339,762 cost=$35.21
   3,540/5,287  3.1/s  ~9.3분 남음  calls=290 fails=85 in=704 out=400,535 cache(c/r)=4,303,563/10,360,764 cost=$35.39
   3,560/5,287  3.2/s  ~9.1분 남음  calls=291 fails=85 in=708 out=402,692 cache(c/r)=4,326,116/10,425,190 cost=$35.58
   3,580/5,287  3.2/s  ~9.0분 남음  calls=292 fails=85 in=710 out=405,006 cache(c/r)=4,348,907/10,446,192 cost=$35.75
   3,600/5,287  3.2/s  ~8.8분 남음  calls=293 fails=85 in=714 out=407,557 cache(c/r)=4,372,632/10,511,739 cost=$35.95
   3,620/5,287  3.2/s  ~8.7분 남음  calls=294 fails=85 in=716 out=409,763 cache(c/r)=4,394,374/10,532,741 cost=$36.12
   3,640/5,287  3.0/s  ~9.1분 남음  calls=295 fails=85 in=720 out=411,811 cache(c/r)=4,414,839/10,595,100 cost=$36.30
   3,660/5,287  3.0/s  ~8.9분 남음  calls=296 fails=85 in=722 out=413,894 cache(c/r)=4,437,209/10,616,102 cost=$36.47
   3,680/5,287  3.0/s  ~8.8분 남음  calls=297 fails=85 in=726 out=416,385 cache(c/r)=4,459,851/10,680,593 cost=$36.66
   3,700/5,287  3.1/s  ~8.6분 남음  calls=298 fails=85 in=728 out=418,650 cache(c/r)=4,483,246/10,701,595 cost=$36.84
   3,720/5,287  3.1/s  ~8.5분 남음  calls=299 fails=85 in=732 out=420,993 cache(c/r)=4,506,037/10,766,245 cost=$37.03
   3,740/5,287  3.1/s  ~8.3분 남음  calls=300 fails=85 in=734 out=423,239 cache(c/r)=4,527,056/10,787,247 cost=$37.20
   3,760/5,287  3.1/s  ~8.2분 남음  calls=301 fails=85 in=736 out=425,413 cache(c/r)=4,550,323/10,808,249 cost=$37.38
   3,780/5,287  3.1/s  ~8.1분 남음  calls=302 fails=85 in=740 out=427,749 cache(c/r)=4,574,299/10,874,090 cost=$37.58
   3,800/5,287  3.1/s  ~7.9분 남음  calls=303 fails=85 in=744 out=430,009 cache(c/r)=4,596,141/10,937,798 cost=$37.76
   3,820/5,287  3.1/s  ~7.8분 남음  calls=304 fails=85 in=748 out=432,454 cache(c/r)=4,618,244/11,001,842 cost=$37.95
   3,840/5,287  3.2/s  ~7.6분 남음  calls=305 fails=85 in=752 out=434,742 cache(c/r)=4,640,150/11,065,602 cost=$38.13
