e23721 j05673 (간편)3대질병간병인사용입원특약 | 제2-12조 주계약 약관 규정의 준용 | score=0.087254
e00183 j00011 주계약((간편)신한통합건강보장보험 원(ONE) |  | score=0.0103093
e23648 j05662 (간편)3대질병간병인사용입원특약 | 제2-5조 사고증명서 | score=0.0102041
e24194 j05780 (간편)간병인사용입원특약 | 제2-5조 사고증명서 | score=0.010101
e23639 j05661 (간편)3대질병간병인사용입원특약 | 제2-4조 보험금을 지급하지 않는 사유 | score=0.01
e24184 j05779 (간편)간병인사용입원특약 | 제2-4조 보험금을 지급하지 않는 사유 | score=0.009901
e23958 j05728 (간편)3대질병간병인사용입원특약 | 제2-5조 사고증명서 | score=0.0098039
e23438 j05627 (간편)3대질병간병인사용입원특약 | 제2-4조 보험금을 지급하지 않는 사유 | score=0.0097087
e24091 j05753 (간편)간병인사용입원특약 | 제2-4조 보험금을 지급하지 않는 사유 | score=0.0096154
e23949 j05727 (간편)3대질병간병인사용입원특약 | 제2-4조 보험금을 지급하지 않는 사유 | score=0.0095238
e24473 j05838 (간편)간병인사용입원특약 |  | score=0.009434
e24632 j05884 (간편)간병인사용입원특약 | 제2-8조 특약내용의 변경 등 | score=0.0093458
e23772 j05694 (간편)3대질병간병인사용입원특약 | 제2-4조 보험금을 지급하지 않는 사유 | score=0.0092593
e23673 j05666 (간편)3대질병간병인사용입원특약 | 제2-8조 특약내용의 변경 등 | score=0.0091743
e24220 j05784 (간편)간병인사용입원특약 | 제2-8조 특약내용의 변경 등 | score=0.0090909
e24481 j05845 (간편)간병인사용입원특약 | 제2-1조의4 “간병인”의 정의 | score=0.009009
e24537 j05872 (간편)간병인사용입원특약 | 제2-1조의4 "간병인"의 정의 | score=0.0089286
e24492 j05856 (간편)간병인사용입원특약 | 제3관 특약의 성립과 유지 | score=0.0088496
e24628 j05883 (간편)간병인사용입원특약 | 제3관 특약의 성립과 유지 | score=0.0087719
e24656 j05886 (간편)간병인사용입원특약 | 제2-9조 특약의 소멸 | score=0.0086957
e24674 j05889 (간편)간병인사용입원특약 | 제2-11조 해약환급금 | score=0.0086207
e24083 j05745 (간편)간병인사용입원특약 | 제2-1조의3 "간병인"의 정의 | score=0.008547
e24129 j05772 (간편)간병인사용입원특약 | 제2-1조의3 "간병인"의 정의 | score=0.0084746
e23984 j05732 (간편)3대질병간병인사용입원특약 | 제2-8조 특약내용의 변경 등 | score=0.0084034
e00177 j00010 주계약((간편)신한통합건강보장보험 원(ONE) |  | score=0.0083333
e24485 j05849 (간편)간병인사용입원특약 | 제2관 보험금의 지급 | score=0.0082645
e24551 j05876 (간편)간병인사용입원특약 | 제2관 보험금의 지급 | score=0.0081967
e19933 j04693 (간편)[질병별]신수술특약 | 제2-12조 주계약 약관 규정의 준용 | score=0.0080645
e00075 j00003 주계약((간편)신한통합건강보장보험 원(ONE) |  | score=0.008
e23695 j05668 (간편)3대질병간병인사용입원특약 | 제2-9조 특약의 소멸 | score=0.0079365
e23432 j05621 (간편)3대질병간병인사용입원특약 | 제2-1조의12 "간병인"의 정의 | score=0.007874
e23577 j05654 (간편)3대질병간병인사용입원특약 | 제2-1조의12 "간병인"의 정의 | score=0.0078125
e24474 j05839 (간편)간병인사용입원특약 | 제1편 일반사항 | score=0.0077519
